Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2015,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,44.1
2016,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,45.6
2017,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,45.7
2018,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,46.9
2019,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,48.4
2012,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,35.2
2013,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,38.3
2014,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,39.7
2015,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,42.3
2016,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,43.9
2017,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,44.9
2018,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,46.9
2019,percentage (%),a) time series,3- to 5-year-olds,,rhein-sieg-kreis,code05382,46.9
2012,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,28.5
2013,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,29.2
2014,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,31.4
2015,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,34.8
2016,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,35.2
2017,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,37.4
2018,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,37.5
2019,percentage (%),a) time series,3- to 5-year-olds,,"bottrop, stadt",code05512,38.7
2012,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,24.8
2013,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,26.8
2014,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,26.7
2015,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,28.4
2016,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,28.0
2017,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,26.6
2018,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,26.2
2019,percentage (%),a) time series,3- to 5-year-olds,,"gelsenkirchen, stadt",code05513,25.2
2012,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,48.0
2013,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,48.0
2014,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,50.4
2015,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,53.9
2016,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,55.4
2017,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,57.8
2018,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,59.6
2019,percentage (%),a) time series,3- to 5-year-olds,,"münster, stadt",code05515,61.3
2012,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,26.5
2013,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,28.4
2014,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,31.5
2015,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,33.7
2016,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,36.9
2017,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,38.0
2018,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,40.1
2019,percentage (%),a) time series,3- to 5-year-olds,,borken,code05554,41.7
2012,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,29.3
2013,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,32.6
2014,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,35.9
2015,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,39.4
2016,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,40.5
2017,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,42.5
2018,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,44.4
2019,percentage (%),a) time series,3- to 5-year-olds,,coesfeld,code05558,45.2
2012,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,31.7
2013,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,32.2
2014,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,34.7
2015,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,36.6
2016,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,37.5
2017,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,36.3
2018,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,35.7
2019,percentage (%),a) time series,3- to 5-year-olds,,recklinghausen,code05562,36.2
2012,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,27.3
2013,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,28.3
2014,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,31.5
2015,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,35.1
2016,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,37.5
2017,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,38.1
2018,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,40.0
2019,percentage (%),a) time series,3- to 5-year-olds,,steinfurt,code05566,42.2
2012,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,22.5
2013,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,24.7
2014,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,26.1
2015,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,26.2
2016,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,26.1
2017,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,24.7
2018,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,24.4
2019,percentage (%),a) time series,3- to 5-year-olds,,warendorf,code05570,25.5
2012,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,45.4
2013,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,47.3
2014,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,51.6
2015,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,53.0
2016,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,51.4
2017,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,48.6
2018,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,47.2
2019,percentage (%),a) time series,3- to 5-year-olds,,"bielefeld, stadt",code05711,46.2
2012,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,33.5
2013,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,36.9
2014,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,39.9
2015,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,43.1
2016,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,43.6
2017,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,44.4
2018,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,45.3
2019,percentage (%),a) time series,3- to 5-year-olds,,gütersloh,code05754,47.4
2012,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,44.7
2013,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,45.6
2014,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,47.1
2015,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,48.9
2016,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,47.9
2017,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,47.0
2018,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,45.7
2019,percentage (%),a) time series,3- to 5-year-olds,,herford,code05758,45.7
2012,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,30.6
2013,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,35.6
2014,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,41.1
2015,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,43.5
2016,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,45.9
2017,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,48.4
2018,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,47.1
2019,percentage (%),a) time series,3- to 5-year-olds,,höxter,code05762,49.9
2012,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,39.3
2013,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,43.0
2014,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,42.8
2015,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,43.7
2016,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,42.8
2017,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,43.8
2018,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,43.8
2019,percentage (%),a) time series,3- to 5-year-olds,,lippe,code05766,44.1
2012,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,32.3
2013,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,35.0
2014,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,35.6
2015,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,37.6
2016,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,36.3
2017,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,37.2
2018,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,36.4
2019,percentage (%),a) time series,3- to 5-year-olds,,minden-lübbecke,code05770,35.9
2012,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,37.5
2013,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,40.2
2014,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,45.8
2015,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,49.9
2016,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,51.9
2017,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,52.8
2018,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,52.4
2019,percentage (%),a) time series,3- to 5-year-olds,,paderborn,code05774,52.8
2012,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,33.8
2013,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,34.4
2014,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,33.8
2015,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,38.0
2016,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,38.4
2017,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,40.2
2018,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,40.5
2019,percentage (%),a) time series,3- to 5-year-olds,,"bochum, stadt",code05911,41.6
2012,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,32.3
2013,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,36.0
2014,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,39.7
2015,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,42.3
2016,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,43.2
2017,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,44.6
2018,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,44.7
2019,percentage (%),a) time series,3- to 5-year-olds,,"dortmund, stadt",code05913,46.5
2012,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,25.2
2013,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,25.5
2014,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,28.7
2015,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,30.5
2016,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,31.4
2017,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,32.7
2018,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,32.7
2019,percentage (%),a) time series,3- to 5-year-olds,,"hagen, stadt",code05914,31.8
2012,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,34.5
2013,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,35.9
2014,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,36.3
2015,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,38.3
2016,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,39.3
2017,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,40.0
2018,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,42.2
2019,percentage (%),a) time series,3- to 5-year-olds,,"hamm, stadt",code05915,42.3
2012,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,42.6
2013,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,44.5
2014,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,45.6
2015,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,48.5
2016,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,48.8
2017,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,47.8
2018,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,47.0
2019,percentage (%),a) time series,3- to 5-year-olds,,"herne, stadt",code05916,48.0
2012,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,34.7
2013,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,35.5
2014,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,37.7
2015,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,41.6
2016,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,42.6
2017,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,43.4
2018,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,44.4
2019,percentage (%),a) time series,3- to 5-year-olds,,ennepe-ruhr-kreis,code05954,47.0
2012,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,26.5
2013,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,27.2
2014,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,31.1
2015,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,33.1
2016,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,36.2
2017,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,38.2
2018,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,40.4
2019,percentage (%),a) time series,3- to 5-year-olds,,hochsauerlandkreis,code05958,43.0
2012,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,24.2
2013,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,24.0
2014,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,25.3
2015,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,27.8
2016,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,28.5
2017,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,28.8
2018,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,29.2
2019,percentage (%),a) time series,3- to 5-year-olds,,märkischer kreis,code05962,29.3
2012,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,28.4
2013,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,33.8
2014,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,38.6
2015,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,42.7
2016,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,44.2
2017,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,46.2
2018,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,49.4
2019,percentage (%),a) time series,3- to 5-year-olds,,olpe,code05966,50.2
2012,percentage (%),a) time series,3- to 5-year-olds,,siegen-wittgenstein,code05970,34.6
2013,percentage (%),a) time series,3- to 5-year-olds,,siegen-wittgenstein,code05970,35.8
2014,percentage (%),a) time series,3- to 5-year-olds,,siegen-wittgenstein,code05970,37.0
